cart_dwell_time_seconds,cart_pdp_bounce_count,reviews_expanded_count,idle_time_before_checkout,delivery_pincode_checked,cart_value_to_aov_ratio,delivery_fee_percentage,est_delivery_days,has_price_dropped_recently,hist_abandonment_rate,discount_sensitivity_score,past_return_rate,wishlist_item_count,payment_method_saved,is_abandoned
350.05,6,6,109.35,0,1.168,0.0,6,0,0.5587,0.3767,0.1302,2,0,1
294.52,2,4,94.11,1,3.9684,5.993,3,1,0.501,0.6623,0.093,2,1,1
560.55,5,0,25.17,2,1.1876,0.0,3,1,0.7026,0.2033,0.0586,1,1,0
216.47,5,3,77.72,0,1.0836,0.0,3,0,0.6939,0.4444,0.2866,2,0,1
527.72,7,2,113.09,1,1.7379,0.0,6,0,0.4404,0.4265,0.1427,4,1,1
168.05,2,0,16.02,1,0.6663,0.0,3,1,0.39,0.4635,0.1939,0,1,0
468.29,3,3,61.76,2,1.5405,4.9053,5,0,0.8535,0.7402,0.0485,1,1,1
358.63,4,3,126.51,2,0.4403,11.3598,10,1,0.6185,0.4762,0.091,3,1,1
232.26,3,3,119.52,1,1.9426,0.0,5,1,0.374,0.7527,0.0844,1,1,0
165.57,5,4,137.52,3,0.6561,0.0,5,1,0.4084,0.2355,0.3335,0,0,1
321.94,7,4,150.88,2,0.4367,0.0,7,0,0.4248,0.3604,0.2028,1,0,1
305.32,5,2,76.82,0,0.9784,7.0172,5,0,0.4089,0.5125,0.1692,2,0,1
209.73,3,3,126.94,0,1.5561,0.0,3,0,0.5921,0.3969,0.1575,4,1,0
224.23,0,1,148.44,0,2.0503,3.2017,2,0,0.0737,0.4856,0.1773,2,0,1
166.58,2,0,120.36,1,1.0332,7.6176,8,1,0.5343,0.6322,0.0297,0,1,1
285.7,3,1,45.55,0,2.2882,0.0,2,0,0.3708,0.7299,0.02,0,0,0
61.15,1,0,42.76,2,1.2637,0.0,8,1,0.2212,0.385,0.0787,0,1,0
527.91,7,3,124.68,0,1.0276,0.0,5,0,0.3266,0.3992,0.0251,0,1,1
159.28,1,3,28.29,1,1.5194,0.0,3,0,0.596,0.5396,0.1347,2,0,0
305.67,4,0,65.37,0,1.5072,0.0,4,0,0.2122,0.4098,0.0057,0,0,1
278.22,3,1,7.71,2,1.6803,12.9438,5,0,0.4872,0.4839,0.0566,3,1,1
220.92,2,2,68.04,0,1.0022,0.0,5,1,0.2564,0.4312,0.1893,2,0,0
393.42,6,3,154.75,2,0.6716,0.9581,4,1,0.1369,0.3535,0.2545,0,0,0
325.58,4,5,224.03,0,1.2523,4.6023,4,0,0.4718,0.6314,0.044,3,0,1
129.78,1,2,32.01,1,3.0292,0.0,2,0,0.6289,0.2174,0.0503,1,0,0
276.55,2,2,92.15,2,1.4856,9.4361,9,0,0.5915,0.6155,0.1295,0,0,1
127.83,2,1,105.63,0,1.6667,0.0,5,0,0.5633,0.7707,0.1169,0,0,1
68.47,2,1,99.83,2,1.6127,3.2359,4,0,0.6811,0.3699,0.1304,2,0,1
166.83,0,3,176.27,0,0.9303,2.7143,5,0,0.9742,0.4762,0.0941,2,0,1
489.69,6,3,60.95,2,1.1961,0.0,3,1,0.4836,0.8232,0.1779,1,0,1
299.52,4,3,107.81,1,0.9048,0.0,5,0,0.4519,0.4897,0.2434,0,0,1
117.01,1,4,19.95,1,2.7959,7.6813,7,0,0.4901,0.5025,0.183,4,1,1
600.0,4,4,49.43,1,1.003,0.0,3,1,0.7416,0.4727,0.1284,3,0,1
67.6,1,1,6.35,2,0.9717,0.0,8,0,0.5402,0.4933,0.0282,2,0,1
445.15,5,3,113.52,1,2.0049,0.0,4,1,0.7791,0.5816,0.153,3,1,0
121.65,2,3,202.67,1,0.4767,0.0,8,1,0.3604,0.4834,0.2899,1,0,1
210.64,1,1,61.6,1,1.6273,0.0,5,0,0.0644,0.707,0.0408,1,0,1
276.14,0,1,68.14,1,0.8007,4.7727,6,0,0.4199,0.1175,0.0492,1,1,1
387.59,1,2,144.11,0,1.4612,0.0,3,1,0.1454,0.5414,0.11,1,1,1
286.37,4,4,76.55,3,1.8748,0.0,6,0,0.1837,0.3043,0.0936,3,0,1
91.19,0,3,105.44,2,1.1761,0.0,8,1,0.2701,0.4189,0.0381,1,0,1
347.05,0,1,116.37,1,1.5606,9.7727,5,0,0.6547,0.6766,0.0873,0,0,1
478.76,6,1,93.53,1,0.8783,0.0,10,1,0.828,0.4982,0.0757,5,0,1
560.78,2,2,179.69,1,0.8044,9.4666,3,0,0.1799,0.3886,0.133,0,0,0
135.61,1,5,145.4,0,2.4649,0.0,4,0,0.6091,0.5286,0.1068,0,1,0
303.65,4,2,122.52,1,0.5355,12.0549,2,0,0.3925,0.5428,0.121,0,1,0
384.24,6,2,30.84,0,1.0384,0.0,4,0,0.3845,0.6099,0.0986,1,0,1
65.34,2,1,99.04,2,3.3405,0.0,6,1,0.4612,0.4452,0.0879,1,1,1
112.45,2,4,48.87,2,0.5938,4.4206,5,0,0.3868,0.5038,0.3333,1,1,0
218.23,3,3,79.46,0,0.5889,0.0,4,0,0.7637,0.1726,0.0915,1,0,1
219.71,4,1,36.47,2,0.9269,0.0,5,0,0.4904,0.3838,0.0688,3,1,0
330.68,4,3,87.43,0,0.5803,4.2753,2,0,0.7075,0.1159,0.3153,1,0,1
387.67,2,1,99.97,2,1.1629,0.0,3,0,0.3978,0.3189,0.2235,0,1,0
363.2,3,2,42.12,0,0.5597,0.0,4,1,0.2595,0.2766,0.0776,0,0,0
190.64,2,4,189.92,3,1.015,6.9507,7,0,0.7307,0.3574,0.2031,3,0,1
277.18,0,1,95.41,0,0.5616,0.0,2,0,0.0903,0.4818,0.0017,0,1,0
600.0,8,5,160.26,2,1.6459,4.1873,2,0,0.4357,0.6196,0.0831,3,1,1
410.9,6,3,65.27,0,1.4663,10.323,3,1,0.6058,0.5388,0.3079,0,0,1
259.87,1,1,99.67,1,0.8712,0.0,8,1,0.3711,0.6528,0.0696,0,1,0
320.11,2,1,95.16,1,1.781,4.6616,2,1,0.4659,0.6506,0.0714,0,0,1
138.84,0,2,52.99,1,1.1189,9.8381,6,0,0.1813,0.2949,0.0892,0,1,1
248.15,5,2,79.55,0,1.0597,0.0,5,0,0.6863,0.5584,0.1136,3,1,1
80.24,2,0,16.78,0,1.1191,0.0,7,1,0.2831,0.5917,0.046,0,0,1
581.63,3,3,30.2,1,1.0072,0.0,2,0,0.3851,0.7672,0.1866,2,0,1
190.24,2,3,30.18,2,1.1162,12.8476,4,1,0.2944,0.4407,0.1649,1,1,1
104.91,2,1,62.8,1,2.4522,9.3417,3,0,0.8076,0.535,0.1019,0,0,1
467.87,2,1,193.86,0,1.5589,0.0,5,0,0.2761,0.8692,0.2613,0,0,1
266.64,1,3,88.53,1,1.9363,0.0,4,0,0.4339,0.8472,0.091,1,0,1
273.8,0,4,27.45,2,0.6699,0.0,6,0,0.8808,0.4601,0.0451,1,0,1
369.41,5,2,158.53,0,1.6424,0.0,5,0,0.5602,0.609,0.0702,0,1,0
224.15,0,0,51.72,0,1.7252,3.9409,5,1,0.1956,0.4924,0.1971,0,0,1
129.34,2,1,130.09,1,0.6677,0.0,6,0,0.591,0.2359,0.0209,1,0,1
433.34,1,5,43.76,0,2.4397,5.3316,1,0,0.3019,0.7177,0.0227,4,0,1
221.99,2,0,62.17,0,1.9413,7.7718,4,0,0.2922,0.4557,0.1288,0,0,1
185.11,0,1,18.81,0,1.5139,0.0,5,0,0.5799,0.4056,0.0656,1,0,0
126.58,0,2,74.1,1,0.8938,0.0,3,0,0.3592,0.4224,0.0755,1,1,0
175.11,4,2,101.55,2,2.1425,4.1264,7,0,0.4511,0.4992,0.1049,0,1,1
336.63,8,3,14.94,0,2.4461,0.0,4,0,0.663,0.414,0.1138,0,0,1
92.87,2,3,106.56,1,2.1474,5.7869,5,0,0.5933,0.4409,0.0495,1,0,1
196.5,4,4,136.37,1,1.3491,7.1523,2,0,0.7521,0.6944,0.1754,1,0,1
131.2,4,1,67.08,4,0.8669,6.8627,10,0,0.5844,0.1662,0.193,0,1,0
292.62,5,3,99.07,1,1.8508,0.0,6,1,0.0804,0.6415,0.2541,0,1,1
232.79,3,3,91.76,1,0.6364,5.3956,3,0,0.5023,0.7969,0.2341,0,1,0
141.96,1,1,32.25,4,1.3254,6.759,2,0,0.4201,0.6506,0.1224,0,0,1
258.82,4,2,160.74,0,0.9025,0.0,3,0,0.2665,0.559,0.2282,1,0,0
434.62,3,1,32.05,0,2.5456,0.0,4,0,0.6068,0.8526,0.1738,2,0,1
149.31,1,2,208.82,1,0.9946,8.5942,6,1,0.3048,0.602,0.0781,0,0,0
19.82,0,1,141.73,2,1.8291,10.8259,9,1,0.6494,0.2435,0.1709,1,0,1
290.11,5,3,40.11,0,0.5392,4.9745,2,0,0.7861,0.3461,0.0663,0,1,1
160.43,1,5,152.75,0,1.9759,0.0,6,0,0.7503,0.4917,0.2102,1,0,1
222.64,2,3,109.41,0,0.9329,6.9126,1,0,0.624,0.5656,0.064,1,1,0
366.2,4,3,75.52,0,2.8384,0.0,6,0,0.492,0.5663,0.0285,0,0,1
269.87,2,2,56.16,3,1.1572,3.2645,6,1,0.5095,0.5546,0.2436,3,1,0
357.48,3,2,73.33,1,0.3715,0.0,4,0,0.2998,0.2451,0.0467,1,0,0
172.11,1,2,126.78,2,1.0479,0.0,5,0,0.4218,0.5267,0.0913,1,0,1
222.98,2,2,44.82,1,0.7502,0.0,6,0,0.4064,0.0647,0.0779,1,1,1
158.48,2,4,71.59,2,0.7556,11.3781,5,0,0.2806,0.1583,0.2017,1,1,1
70.38,1,0,91.2,2,0.5589,7.6262,2,1,0.4555,0.6367,0.2148,0,0,0
522.81,5,6,171.12,2,1.4184,0.0,9,0,0.7902,0.6788,0.3438,2,0,1
289.64,1,1,127.8,3,0.959,0.0,7,0,0.2832,0.6208,0.133,0,0,1
153.35,1,0,22.23,2,2.0707,3.2577,6,0,0.6173,0.4139,0.2178,1,1,1
352.05,1,1,93.42,1,2.2096,9.9825,5,0,0.3895,0.5257,0.1172,1,0,1
582.98,4,2,106.19,0,1.6134,5.9762,2,1,0.2441,0.305,0.1547,1,1,0
179.7,2,3,143.16,0,1.3084,0.0,1,0,0.3292,0.5332,0.0532,1,0,1
214.71,2,1,191.07,1,0.896,0.0,4,0,0.3923,0.4485,0.0609,0,1,0
362.74,4,2,92.77,0,1.1604,7.3008,5,0,0.3449,0.3009,0.1773,2,0,1
544.72,3,0,20.16,2,2.4666,4.7145,3,0,0.476,0.4133,0.1123,0,1,1
137.23,3,4,219.18,1,1.3867,10.8582,1,0,0.7183,0.5881,0.2141,0,0,1
227.83,3,1,58.71,0,1.1164,0.0,4,0,0.6335,0.4575,0.1609,2,1,1
182.79,0,3,160.99,2,1.4774,3.7972,3,0,0.5863,0.4668,0.0762,0,0,1
180.96,4,2,92.22,0,0.8598,0.0,4,1,0.4678,0.5226,0.0853,3,0,1
202.5,2,4,56.04,1,0.8651,0.0,3,0,0.2404,0.4449,0.1818,2,0,0
223.12,2,5,178.74,2,1.5073,0.0,8,1,0.4406,0.3539,0.1389,2,0,1
335.72,4,7,119.82,1,1.4527,0.0,4,0,0.177,0.7144,0.2088,0,0,1
225.86,1,0,43.34,1,0.8985,0.0,2,1,0.6046,0.2541,0.2058,1,0,0
96.33,2,5,120.04,1,1.6743,6.7346,4,0,0.7707,0.6234,0.0863,0,1,1
254.32,5,3,68.09,0,1.7789,0.0,1,1,0.3884,0.7381,0.1103,0,0,1
121.27,3,1,3.47,1,1.428,0.6759,3,1,0.4536,0.3752,0.2503,2,0,0
213.51,4,2,75.61,0,0.9427,3.9611,3,0,0.2219,0.409,0.0857,4,0,1
227.97,3,3,29.79,0,1.3322,0.0,4,0,0.1855,0.516,0.181,0,0,0
352.75,3,2,178.2,0,1.2236,7.1662,2,0,0.7196,0.5654,0.2025,0,0,1
174.17,5,2,93.28,3,2.1491,4.0125,6,0,0.2686,0.5056,0.0796,4,1,1
245.52,6,3,11.23,0,1.291,0.0,3,0,0.2479,0.7865,0.1451,0,0,1
511.17,4,5,57.6,1,2.6948,0.0,2,0,0.633,0.6091,0.1991,1,0,1
375.74,4,3,30.12,0,1.9122,0.0,5,1,0.3289,0.445,0.077,3,0,1
600.0,4,1,82.66,1,0.7691,0.0,8,0,0.7945,0.4223,0.1421,2,1,0
375.64,3,2,77.33,3,1.1472,0.0,6,0,0.4105,0.503,0.0496,0,0,1
153.4,1,3,69.41,2,1.4196,8.0112,2,0,0.509,0.5196,0.1012,2,0,1
423.76,2,3,108.36,1,1.3539,0.0,3,0,0.4343,0.5779,0.0837,0,0,1
208.24,4,1,89.64,0,1.2338,2.6372,1,0,0.2762,0.2224,0.0615,1,1,0
251.78,1,1,18.8,1,1.2166,5.2395,6,0,0.4717,0.5222,0.0258,0,1,1
241.2,3,4,138.27,0,1.3536,5.4961,3,1,0.4282,0.3101,0.0783,2,1,0
482.81,2,4,172.41,0,2.5286,0.0,2,0,0.4359,0.5385,0.2006,2,1,1
315.81,0,0,45.35,0,1.3549,0.0,3,0,0.278,0.531,0.028,1,1,1
102.97,0,4,202.64,1,2.2733,6.5844,10,1,0.3764,0.7605,0.0811,3,0,1
257.13,7,2,28.7,0,1.3262,3.6958,5,1,0.1063,0.2796,0.0725,1,1,1
135.4,1,2,59.52,1,1.8556,9.7793,5,0,0.5403,0.6624,0.0694,1,0,1
212.83,2,7,26.46,1,1.1938,0.0,1,1,0.4078,0.6527,0.0454,1,0,0
323.23,1,1,58.95,0,1.4154,10.0223,3,0,0.1869,0.6411,0.2155,0,0,1
240.8,5,4,87.63,1,1.2312,0.0,2,1,0.1744,0.6512,0.1359,1,1,0
276.33,1,3,135.48,0,1.2444,7.2255,1,0,0.7137,0.4798,0.1481,0,0,1
420.95,2,1,79.91,2,1.6032,0.0,3,0,0.5722,0.6471,0.2678,0,0,1
372.95,7,1,139.62,3,2.8221,0.0,6,0,0.4051,0.6306,0.1235,0,1,1
176.84,1,2,100.18,2,1.1623,9.0486,2,0,0.3248,0.7085,0.1615,0,1,1
100.14,2,0,18.19,1,1.3096,0.0,5,0,0.2374,0.7804,0.3081,0,1,1
338.32,4,2,71.3,0,1.1948,9.5835,5,0,0.8533,0.6863,0.0252,4,0,0
52.9,0,1,98.01,1,1.7006,0.0,4,1,0.2904,0.3115,0.0949,2,0,0
319.54,2,5,139.65,1,0.3898,3.6657,4,0,0.698,0.6118,0.2531,3,0,1
150.05,3,2,72.64,0,2.491,6.9371,1,0,0.3269,0.6899,0.0837,1,0,1
147.62,1,1,118.59,1,1.7087,0.0,2,1,0.4566,0.6389,0.1839,1,0,1
130.91,3,3,44.08,0,1.5354,0.783,5,1,0.4771,0.5979,0.0097,1,1,0
431.25,1,3,51.92,2,0.8267,4.0093,5,1,0.3137,0.5257,0.1236,1,0,0
91.05,0,0,155.22,1,1.1058,0.0,6,0,0.7038,0.6991,0.1093,0,0,1
373.87,5,2,38.98,3,1.4574,0.0,4,1,0.2826,0.5295,0.0946,4,0,1
600.0,3,4,132.0,1,0.9113,0.0,2,0,0.2095,0.3005,0.1183,3,0,1
226.72,4,0,59.14,2,1.5949,8.2568,6,0,0.2301,0.5841,0.1464,0,0,1
204.49,3,2,8.27,1,0.9414,0.0,7,0,0.7628,0.5926,0.0622,1,0,1
243.73,2,3,100.04,2,1.4246,0.7877,1,0,0.5956,0.2773,0.0902,3,0,1
350.95,7,3,47.93,0,2.3546,12.2786,4,1,0.6243,0.583,0.1156,2,0,1
278.63,3,2,79.19,1,1.2588,2.1053,2,0,0.4354,0.4074,0.172,0,0,0
285.31,3,1,55.01,1,1.2351,10.1466,5,0,0.3195,0.3389,0.1777,0,0,1
204.57,2,1,52.32,1,1.0628,0.0,8,0,0.4414,0.2296,0.0007,2,0,1
283.32,5,4,129.27,1,1.4721,0.0,5,1,0.8304,0.528,0.2699,4,0,1
455.51,5,2,121.9,3,2.7011,0.0,6,0,0.8152,0.6567,0.2224,5,1,1
222.68,2,1,175.94,0,0.5232,0.0,2,0,0.494,0.5006,0.0484,1,0,1
138.83,2,1,48.09,2,2.4875,0.0,8,0,0.2572,0.6122,0.0353,0,1,1
290.48,5,5,207.81,0,0.7543,3.5851,1,0,0.6509,0.5327,0.0468,0,0,1
289.49,5,3,171.92,0,4.0,0.0,6,0,0.6212,0.6944,0.0207,2,0,1
222.49,1,0,32.93,2,0.6867,0.0,2,1,0.4444,0.2993,0.087,1,0,0
96.73,0,1,132.65,1,1.3099,0.0,4,0,0.5043,0.5508,0.1337,2,0,1
244.43,3,1,96.25,1,2.1936,0.0,3,1,0.435,0.4123,0.1485,0,0,1
450.42,2,3,78.48,1,1.3338,0.0,8,1,0.1435,0.2351,0.1069,0,0,1
192.32,3,2,189.48,0,1.4651,0.0,2,1,0.678,0.5219,0.1504,2,1,0
292.11,3,4,138.16,1,2.4745,0.0,7,0,0.343,0.7987,0.0926,3,0,1
307.67,4,3,5.94,0,0.986,0.0,4,0,0.4869,0.4782,0.1093,0,0,0
219.15,4,1,26.81,0,1.1058,0.0,2,0,0.206,0.5199,0.0455,1,1,1
283.87,4,3,86.22,2,1.2803,9.6045,7,0,0.6046,0.5661,0.0691,2,0,1
157.62,3,4,36.42,0,1.4148,0.0,5,0,0.7147,0.3515,0.074,1,0,1
171.76,1,2,9.08,1,3.0283,0.7257,1,0,0.1784,0.2069,0.1466,0,1,0
177.69,3,0,44.89,0,1.8409,9.8692,5,0,0.2949,0.4444,0.0367,1,1,0
394.46,0,2,54.65,0,2.0729,4.8374,5,0,0.5574,0.594,0.136,0,0,0
600.0,4,5,167.54,3,1.0723,0.0,4,1,0.9159,0.5344,0.204,3,0,0
186.47,1,2,126.42,3,1.2987,0.0,10,1,0.5781,0.2663,0.0983,1,0,1
186.14,3,2,145.1,0,0.339,5.7307,3,0,0.8491,0.3843,0.0799,1,0,0
298.02,3,4,165.85,2,0.8839,0.0,8,0,0.4379,0.5596,0.0443,2,0,0
248.03,2,1,154.06,0,1.3423,7.9663,5,1,0.3215,0.4216,0.0296,1,0,0
337.58,6,4,64.06,0,1.2844,12.9909,3,0,0.8358,0.6575,0.0796,1,1,1
427.45,2,0,40.29,4,0.9965,0.0,7,1,0.3331,0.6474,0.1054,0,1,0
325.96,4,3,120.31,2,0.8441,3.9832,3,0,0.2779,0.3809,0.0822,1,1,0
600.0,7,4,177.54,0,1.8895,0.0,3,0,0.1832,0.635,0.2754,1,0,1
122.16,2,4,105.3,1,0.7671,0.0,4,0,0.3508,0.5098,0.1433,1,0,1
403.38,5,3,40.95,1,2.1603,0.0,7,1,0.308,0.4107,0.1065,3,0,1
469.72,4,3,159.53,0,0.6202,0.0,4,1,0.6521,0.2901,0.0986,2,1,0
375.07,2,5,92.53,1,0.8367,5.154,2,0,0.8842,0.5496,0.1131,1,0,1
212.08,2,1,73.91,0,0.7698,3.9991,2,0,0.5116,0.3974,0.2357,0,0,0
297.81,3,3,109.62,2,1.6317,11.931,4,0,0.4695,0.5462,0.0907,2,0,1
133.37,2,2,121.5,0,0.9267,0.0,4,1,0.2196,0.663,0.0175,0,1,0
217.01,7,1,104.26,3,0.5669,9.6699,10,0,0.5864,0.6092,0.1233,2,1,1
327.58,7,5,207.36,0,1.6245,2.7465,7,1,0.4889,0.6199,0.148,5,1,1
125.99,2,2,53.15,0,1.3651,0.0,8,1,0.2078,0.6001,0.0546,0,1,1
530.65,4,4,103.7,0,1.8329,0.0,3,1,0.5829,0.5039,0.2095,1,1,1
600.0,2,4,199.76,0,2.0866,0.0,3,0,0.4048,0.7592,0.1138,0,0,1
238.81,5,4,43.54,1,0.8092,1.6548,7,1,0.2627,0.3889,0.1084,0,0,1
181.88,2,0,39.17,2,1.3162,6.0081,8,0,0.3652,0.4832,0.0578,1,1,1
135.28,2,3,224.11,0,1.3398,0.0,3,0,0.6902,0.5294,0.0776,1,0,0
163.48,1,3,66.14,3,0.5587,2.6521,6,1,0.2602,0.4476,0.126,0,1,0
204.29,2,2,56.91,1,1.3384,8.7448,5,0,0.4781,0.7254,0.1763,0,1,1
181.15,3,5,132.66,1,0.8673,0.0,2,0,0.1972,0.1292,0.0937,2,1,0
77.63,0,2,129.84,0,0.8319,0.0,4,1,0.3771,0.2944,0.2847,0,0,0
346.62,0,3,50.0,1,2.3465,0.2122,2,0,0.2505,0.2579,0.0378,0,0,0
180.86,2,5,160.91,0,1.0632,9.0282,4,1,0.7125,0.5997,0.0852,2,1,0
118.79,0,5,58.03,0,1.288,0.0,2,0,0.2507,0.6785,0.2107,1,1,0
242.64,4,3,11.28,2,1.5938,0.0,3,0,0.7599,0.5363,0.1499,0,0,1
173.9,3,2,149.44,0,0.8676,4.5623,3,1,0.2685,0.5936,0.1404,0,0,1
52.52,0,1,48.37,1,1.4618,0.0,4,0,0.7272,0.3868,0.082,3,0,1
600.0,2,3,86.38,0,2.0937,0.0,3,1,0.4202,0.6603,0.2034,1,0,0
219.79,1,4,62.73,1,1.0966,7.539,4,0,0.3635,0.4561,0.0207,1,0,1
264.91,5,4,86.02,0,1.1745,0.0,5,0,0.5106,0.5293,0.1728,1,1,1
116.42,2,1,43.19,1,0.7409,0.0,3,0,0.3606,0.5092,0.0417,0,0,0
240.33,2,3,143.23,1,1.3602,6.3821,4,1,0.447,0.5139,0.0671,1,0,1
201.15,1,0,117.44,3,1.7631,0.0,5,1,0.4139,0.5354,0.0087,4,0,1
251.21,4,1,96.96,1,0.8583,9.1733,4,0,0.1976,0.3503,0.0176,2,1,0
494.29,6,4,62.47,0,0.7219,7.304,3,0,0.3618,0.3288,0.243,1,1,1
153.78,4,2,98.96,1,1.7629,0.0,7,0,0.7546,0.8425,0.0663,0,0,1
75.76,0,1,33.53,3,0.9329,7.64,9,1,0.3253,0.3788,0.0682,2,0,1
165.41,2,2,40.72,1,1.7941,0.0,9,0,0.3933,0.3533,0.2217,3,1,1
112.56,1,3,99.89,0,1.202,5.7063,4,0,0.3579,0.4592,0.1099,0,0,1
157.84,1,1,61.4,2,0.9324,1.2065,4,0,0.3099,0.3236,0.0143,0,1,0
403.38,0,1,49.71,1,1.5724,0.0,4,0,0.2503,0.4863,0.0157,0,0,0
151.16,2,2,70.12,1,1.6025,0.0,9,0,0.2485,0.4461,0.1955,0,1,1
116.96,1,3,125.88,0,0.9088,7.7499,5,0,0.1957,0.2144,0.2428,1,0,1
183.91,2,3,83.09,1,2.9469,0.0,2,0,0.3778,0.5859,0.1747,3,1,1
249.93,2,3,59.18,1,1.1948,0.0,2,1,0.5713,0.5414,0.0811,1,0,0
345.38,2,2,94.43,2,1.5928,0.0,3,1,0.2144,0.5209,0.0878,2,1,0
390.93,6,2,40.41,2,1.5251,0.0,4,0,0.3419,0.5676,0.158,1,1,0
131.67,3,2,59.72,2,1.0068,0.0,6,1,0.4515,0.1576,0.0392,1,1,0
541.14,2,1,101.46,1,1.1708,0.0,6,1,0.4714,0.4772,0.278,2,0,0
454.82,2,1,143.32,0,3.3783,0.0,6,1,0.7734,0.5942,0.0471,2,1,1
456.26,5,4,104.41,0,1.9698,5.9703,3,0,0.616,0.5592,0.0515,2,0,1
97.11,1,3,97.01,1,1.7777,0.0,4,1,0.5115,0.4843,0.0449,5,0,1
306.29,1,4,69.48,0,1.1902,3.3189,6,0,0.4236,0.345,0.0767,0,0,1
71.84,2,0,90.51,0,1.3323,0.0,4,0,0.6048,0.5896,0.1854,1,1,0
150.75,1,1,92.89,0,1.3335,7.6593,8,0,0.2704,0.3952,0.144,2,0,1
450.93,1,3,20.04,0,1.1902,0.0,4,0,0.7408,0.4664,0.0181,1,0,1
295.77,8,3,149.32,0,1.5667,12.1737,5,0,0.1106,0.6704,0.0646,1,0,1
265.98,3,1,182.2,1,1.5631,0.2391,6,1,0.5771,0.2462,0.0948,2,0,1
186.91,3,1,77.89,0,1.0379,10.3177,3,0,0.7692,0.3979,0.1183,0,0,1
337.36,3,3,63.3,2,0.8851,0.0,5,1,0.6468,0.5073,0.2468,3,0,1
126.19,3,4,95.41,1,1.7708,0.0,8,0,0.5925,0.7111,0.0388,0,0,1
378.45,4,3,34.88,1,2.1603,0.0,3,0,0.1488,0.5009,0.0945,2,1,1
202.47,1,3,169.8,1,0.4112,0.0,4,0,0.3184,0.387,0.0243,0,0,1
190.65,1,1,113.47,0,0.5714,0.0,4,0,0.1963,0.2831,0.0169,3,1,0
115.42,0,0,71.09,0,2.4337,0.0,4,0,0.168,0.5605,0.1674,0,1,0
104.21,0,1,52.97,0,1.1967,12.1879,3,1,0.5344,0.3414,0.0294,0,1,0
595.24,6,3,58.6,2,1.2366,0.0,4,0,0.4053,0.6415,0.0818,1,1,1
178.37,4,4,103.25,3,1.1312,0.0,9,1,0.8137,0.4933,0.0098,0,0,1
246.03,2,3,104.16,2,1.3941,0.0,2,1,0.414,0.7518,0.0952,2,0,1
483.36,4,2,153.72,0,1.7086,0.0,6,1,0.8189,0.6913,0.0428,1,1,1
289.14,5,2,107.49,1,1.4964,0.0,5,1,0.4069,0.8327,0.0609,2,1,1
186.09,2,2,60.84,2,1.051,8.453,3,0,0.4907,0.5816,0.0524,2,1,0
326.96,1,4,124.46,0,2.5721,6.1742,5,0,0.6942,0.3927,0.205,0,0,0
299.08,4,2,76.42,0,2.0394,2.9336,4,1,0.6837,0.5185,0.0431,1,1,1
134.96,1,1,114.47,1,0.6793,0.0,4,0,0.4784,0.5663,0.0358,0,0,1
131.22,0,2,33.78,4,0.7323,0.0,7,0,0.132,0.446,0.0533,0,0,1
195.98,1,3,54.21,0,3.756,3.6907,1,0,0.5237,0.2578,0.0763,0,1,1
396.01,5,4,21.17,1,1.1634,0.0,8,1,0.8608,0.6569,0.1593,3,1,0
165.05,2,4,126.42,1,0.6382,11.3396,3,0,0.313,0.5133,0.0444,1,0,1
402.83,4,2,80.95,0,1.9211,0.0,4,0,0.4602,0.532,0.0873,1,0,0
341.69,3,3,9.4,0,1.5805,0.0,4,0,0.6698,0.3382,0.2382,2,0,0
600.0,7,0,40.0,1,0.9932,8.9961,5,1,0.5696,0.2262,0.1242,1,0,1
421.22,4,2,122.09,0,1.9973,0.0,8,1,0.2571,0.3352,0.1697,1,1,1
221.36,3,5,112.15,0,1.2242,4.5328,1,0,0.2101,0.3235,0.1926,2,1,1
102.06,1,1,171.4,0,1.109,0.0,4,0,0.2583,0.3283,0.1942,0,1,0
523.08,5,4,140.92,1,0.7874,0.0,7,0,0.566,0.5751,0.1662,0,0,1
191.16,4,2,65.19,0,1.0371,0.0,5,0,0.4934,0.3544,0.1998,0,0,0
343.43,4,3,174.39,4,0.8531,9.4406,3,0,0.6735,0.2486,0.1442,1,0,1
384.64,2,1,179.99,2,0.62,14.4304,3,1,0.7353,0.2418,0.3582,1,0,0
397.62,3,5,169.05,0,1.5693,0.0,3,0,0.6233,0.718,0.0568,1,1,0
399.56,0,4,149.25,1,1.3284,0.0,5,0,0.4636,0.4385,0.2315,2,0,0
588.07,2,2,93.8,2,1.2912,0.0,8,0,0.5842,0.3046,0.3734,2,1,1
384.39,1,1,70.78,0,1.4657,0.0,1,0,0.3157,0.4494,0.0825,2,0,1
98.82,2,0,21.19,1,0.4392,6.7456,4,0,0.1594,0.228,0.2868,0,1,0
273.44,3,2,163.09,1,1.357,0.0,4,1,0.5727,0.5464,0.1169,1,1,0
231.63,1,4,61.63,0,1.3362,0.0,6,0,0.3647,0.2213,0.0494,1,1,1
135.19,4,0,40.21,3,1.9227,8.1408,10,0,0.3969,0.6992,0.0642,0,1,1
70.5,1,1,35.05,0,0.6126,0.0,3,0,0.3926,0.2476,0.0301,2,1,0
346.05,3,2,166.66,2,1.4382,0.904,5,1,0.3693,0.4556,0.307,1,1,0
197.4,2,4,111.44,2,0.4548,0.0,3,0,0.7473,0.6112,0.0667,1,0,1
